Vehicle_ID,Vehicle_Type,Speed (km/h),Position_X,Position_Y,Vehicle_Priority,Communication_Mode,Slice_ID,Slice_Type,Requested_Bandwidth (Mbps),Allocated_Bandwidth (Mbps),Scheduling_Algorithm,Latency (ms),Energy_Consumption (W),AI_Optimization_Score,Vehicle_Mobility_Index,Congestion_Level,Signal_Strength (dBm),Traffic_Density,Weather_Condition,Throughput (Mbps),AI_Decision_Time (ms),Network_Stability_Index,Packet_Loss_Rate (%),Throughput_Efficiency,Time_Stamp,Time_of_Day
V245,Sedan,38,514,249,1,V2V,Slice2,mMTC,67,233,Simulated Annealing,61,26,0.79275493478893,0.611457622706104,1,-62,17,Clear,52,22,6.735708589475536,1.7257479928711787,0.7609197835692252,2025-01-25 11:26:44,Morning
V246,SUV,85,838,35,0,V2X,Slice2,mMTC,141,221,Simulated Annealing,60,27,0.7683800187256461,0.7870669210906828,5,-87,57,Fog,143,32,8.439625527660926,0.31089804531712617,0.7368799971652527,2025-01-25 04:09:32,Afternoon
V247,SUV,63,136,426,0,V2X,Slice1,URLLC,256,74,Genetic Algorithm,67,26,0.9363843520106684,0.4318031639095529,3,-77,26,Clear,139,26,9.311237381717408,3.0961649808203684,0.949958117124756,2025-01-25 13:14:58,Night
V248,Motorcycle,75,152,150,1,V2X,Slice2,URLLC,283,185,Genetic Algorithm,71,21,0.7277592378530277,0.6361027885482325,6,-62,60,Fog,60,47,6.071601085746222,0.4584760179075664,0.8828237664989125,2025-01-25 09:17:16,Evening
V249,Sedan,103,531,370,1,V2X,Slice3,URLLC,217,66,Simulated Annealing,97,40,0.8457179827002607,0.9374385909803647,7,-71,62,Snow,46,10,8.450822856119089,0.8678408562926143,0.9127666572675631,2025-01-25 21:29:01,Morning
V250,Motorcycle,42,392,140,0,V2V,Slice3,mMTC,81,222,Genetic Algorithm,57,43,0.8120031471090317,0.8808072010630773,6,-74,82,Snow,44,23,9.259104021635299,0.02199315528139234,0.8656362319099918,2025-01-25 01:46:58,Morning
V251,Sedan,42,520,44,0,V2I,Slice1,eMBB,256,227,Simulated Annealing,38,12,0.8897998699743479,0.5466648226499209,7,-74,57,Fog,123,18,7.803028495144652,1.3044732076941297,0.807245041442008,2025-01-25 19:36:02,Morning
V252,Truck,77,526,711,1,V2I,Slice2,eMBB,239,157,Genetic Algorithm,61,15,0.8628324402798955,0.41112384894431325,6,-71,16,Snow,48,39,6.764473955790876,3.8089674552224135,0.7865506390413958,2025-01-25 02:52:37,Morning
V253,Truck,106,413,433,0,V2X,Slice1,URLLC,220,148,Genetic Algorithm,77,17,0.8040054365552214,0.7712442528326231,5,-76,3,Clear,110,34,9.135881193306282,4.103648847555773,0.7285833908015686,2025-01-25 12:46:39,Night
V254,SUV,64,527,611,0,V2X,Slice1,URLLC,214,161,Genetic Algorithm,53,25,0.7317030324160694,0.47191995784518953,10,-86,99,Snow,41,41,6.359330024356174,4.740716789123921,0.7239184423626254,2025-01-25 13:19:44,Evening
V255,Sedan,39,436,213,0,V2X,Slice3,eMBB,244,133,Genetic Algorithm,52,25,0.7409004568401751,0.8887513768179236,1,-72,20,Rain,56,33,8.133802657870595,4.113918269033288,0.8350310823568095,2025-01-25 12:37:05,Afternoon
V256,Truck,78,611,414,0,V2V,Slice3,mMTC,217,87,Genetic Algorithm,50,38,0.9043870642063073,0.679745394682424,6,-90,57,Fog,80,41,6.025222253450259,1.0564235296739573,0.7877490877222051,2025-01-25 21:25:10,Evening
V257,Motorcycle,111,150,421,0,V2V,Slice1,URLLC,228,199,Simulated Annealing,37,29,0.847911262543893,0.6384099535942046,3,-69,10,Rain,42,23,7.886460032505681,2.6174682768241504,0.8737168074173226,2025-01-25 22:11:40,Night
V258,SUV,116,913,110,1,V2I,Slice3,mMTC,253,91,Reinforcement Learning,30,25,0.9365822002771775,0.5482886756582296,2,-71,79,Rain,135,16,9.587220427693321,2.934241006275509,0.9126158996854531,2025-01-25 19:57:44,Evening
V259,SUV,111,594,371,1,V2I,Slice2,eMBB,193,42,Simulated Annealing,11,19,0.9775663090982376,0.7295479752152678,3,-72,17,Fog,65,38,9.72103083437603,0.6375249025653262,0.8963685622227372,2025-01-25 18:04:39,Evening
V260,Truck,32,349,717,1,V2X,Slice2,URLLC,246,176,Simulated Annealing,63,32,0.9023912517537991,0.8920112580549563,1,-63,16,Fog,112,19,6.652623798432947,2.17721003885047,0.9649413120646528,2025-01-25 18:14:00,Morning
V261,Truck,22,526,964,1,V2I,Slice1,eMBB,224,114,Reinforcement Learning,95,42,0.9736317675882398,0.6830168562796881,5,-66,13,Snow,77,28,8.480249170820269,1.5266410719149393,0.9203968416136116,2025-01-25 16:42:06,Evening
V262,SUV,109,817,414,0,V2X,Slice1,mMTC,182,90,Simulated Annealing,25,39,0.7082780133401713,0.45828107547908525,1,-67,61,Snow,57,23,6.221998381135474,3.7642057770555097,0.8182978496103149,2025-01-25 01:23:41,Evening
V263,Truck,87,681,821,1,V2X,Slice1,mMTC,157,246,Simulated Annealing,47,28,0.861228396834499,0.7343058622549781,5,-65,13,Rain,108,27,8.72230916906905,0.39842412423292506,0.808203646379436,2025-01-25 11:00:50,Afternoon
V264,Sedan,67,798,200,0,V2X,Slice2,mMTC,138,154,Reinforcement Learning,53,18,0.7801051330648284,0.5960921610632636,5,-78,33,Rain,77,20,9.067391848202654,1.379194028921834,0.71811422667323,2025-01-25 08:01:30,Night
V265,Truck,76,908,519,1,V2V,Slice3,URLLC,105,244,Reinforcement Learning,15,42,0.7590177376686917,0.7098571655239475,7,-67,59,Rain,142,48,7.832214075491455,0.5184142470680619,0.8654407446639085,2025-01-25 06:21:27,Evening
V266,SUV,101,132,267,0,V2I,Slice1,URLLC,169,244,Simulated Annealing,90,34,0.7840949622443315,0.45160673298292486,9,-62,65,Snow,59,35,7.70154603813633,2.3151985482017357,0.9035506295490178,2025-01-25 10:45:07,Afternoon
V267,Motorcycle,94,664,954,0,V2I,Slice1,mMTC,165,35,Reinforcement Learning,26,13,0.94583997161892,0.4446315923961237,5,-66,98,Rain,131,48,8.197385155272496,0.9443939005012247,0.7954963253206315,2025-01-25 18:59:07,Night
V268,Motorcycle,91,505,964,1,V2V,Slice3,URLLC,188,47,Reinforcement Learning,61,46,0.8889708136162136,0.8411084415889449,1,-70,15,Clear,67,23,7.172903395540668,0.5248337020445148,0.953918438877225,2025-01-25 04:03:59,Afternoon
V269,Sedan,23,915,950,1,V2I,Slice2,mMTC,89,160,Reinforcement Learning,15,49,0.9331373138645094,0.6931710622302878,9,-71,35,Fog,89,33,7.92465459761469,3.292151886441249,0.8084684381741044,2025-01-25 02:57:06,Evening
V270,Truck,36,287,31,0,V2X,Slice2,mMTC,59,69,Simulated Annealing,13,29,0.8499488786709128,0.6444701045065696,7,-88,27,Snow,64,18,9.482308970740414,4.225583935294234,0.8071742889125233,2025-01-25 17:47:58,Afternoon
V271,SUV,33,346,481,1,V2V,Slice1,URLLC,172,63,Simulated Annealing,77,48,0.7801663899630986,0.9723814867205888,2,-69,11,Clear,129,48,6.4457021360429305,1.0075097511103475,0.7951826630352339,2025-01-25 06:07:28,Night
V272,SUV,40,592,409,0,V2V,Slice1,URLLC,150,227,Reinforcement Learning,96,16,0.8404540853401408,0.5156508093371156,6,-69,28,Fog,123,35,8.200146091228053,0.6107995347174877,0.7282404621873404,2025-01-25 08:22:05,Afternoon
V273,Sedan,91,363,893,0,V2V,Slice1,URLLC,185,63,Genetic Algorithm,95,48,0.7644415678261159,0.9434645937477483,7,-80,72,Clear,62,22,7.268472554798892,3.3017327670224224,0.9980174809259112,2025-01-25 22:08:03,Evening
V274,Sedan,88,816,395,0,V2X,Slice2,mMTC,261,74,Reinforcement Learning,62,15,0.9974323336039841,0.899682191502654,7,-88,82,Snow,117,17,9.043815927922468,0.21636861206488112,0.8450613597422905,2025-01-25 22:11:55,Morning
V275,Truck,115,86,96,0,V2X,Slice3,URLLC,174,95,Simulated Annealing,60,16,0.9319243952318593,0.718086754471446,1,-63,51,Snow,72,24,7.346655244044154,1.1916808651188053,0.9818977825143242,2025-01-25 08:33:42,Afternoon
V276,Truck,73,3,392,0,V2V,Slice1,eMBB,150,236,Genetic Algorithm,97,15,0.7187181149573268,0.6710901590832536,10,-79,3,Fog,90,48,9.182993476552284,1.5248278012794065,0.8724501765376016,2025-01-25 09:54:38,Evening
V277,Sedan,100,272,249,0,V2V,Slice1,URLLC,276,124,Simulated Annealing,78,11,0.999381404299014,0.47474747928361605,4,-73,73,Snow,63,36,7.587235453216229,4.597919804164631,0.9605404517769938,2025-01-25 09:17:48,Night
V278,Sedan,71,194,128,1,V2I,Slice2,mMTC,206,126,Genetic Algorithm,45,20,0.7449451656097436,0.6225034974521156,6,-62,72,Snow,79,12,8.475052586937682,1.7553883760798206,0.8806991169146757,2025-01-25 23:36:29,Night
V279,Sedan,27,387,142,1,V2X,Slice3,mMTC,210,72,Reinforcement Learning,12,33,0.8974449906105024,0.7247566355923722,10,-72,92,Fog,43,35,8.800943746677973,2.6627131447746915,0.8944358932790308,2025-01-25 06:28:02,Evening
V280,Truck,57,688,481,1,V2I,Slice3,URLLC,140,155,Simulated Annealing,65,15,0.8137633606443231,0.6117992765666098,5,-82,89,Rain,96,34,7.284008705010052,3.8649986067417808,0.9852159458449885,2025-01-25 16:34:23,Morning
V281,Motorcycle,54,831,802,0,V2X,Slice3,URLLC,95,81,Simulated Annealing,21,33,0.8630917585280307,0.9507103146973528,10,-63,91,Clear,148,39,7.677328059743536,4.226040209572716,0.9286346839811935,2025-01-25 08:52:18,Evening
V282,SUV,80,298,90,0,V2I,Slice3,mMTC,120,31,Genetic Algorithm,32,11,0.9142850813548142,0.42699628779491366,6,-75,51,Snow,118,39,9.372338145311195,0.47780483209009295,0.7534647762782003,2025-01-25 01:28:23,Evening
V283,Sedan,69,718,7,1,V2V,Slice1,URLLC,72,37,Reinforcement Learning,68,49,0.7906990229936317,0.5810597310198331,8,-74,23,Snow,85,35,7.767395173286315,3.7708588489769532,0.8974173994267348,2025-01-25 07:13:18,Afternoon
V284,Sedan,86,630,517,0,V2I,Slice2,mMTC,227,161,Genetic Algorithm,70,24,0.7306994793222572,0.9581535943651399,10,-87,94,Clear,146,28,7.873543457509481,3.768637877657289,0.8017706609620605,2025-01-25 04:42:58,Evening
V285,Motorcycle,64,877,405,1,V2X,Slice2,mMTC,169,222,Reinforcement Learning,25,16,0.8970980618837454,0.44902849500415326,3,-82,5,Snow,122,36,8.337257267323277,4.391488109763851,0.8219751471524501,2025-01-25 16:14:03,Morning
V286,Truck,39,506,758,1,V2I,Slice3,URLLC,140,155,Simulated Annealing,59,35,0.7076674195053108,0.6795248848430575,2,-78,34,Clear,126,14,9.126260406904091,3.828071991134528,0.960595516562115,2025-01-25 16:27:13,Night
V287,Motorcycle,34,490,875,0,V2X,Slice1,eMBB,54,88,Simulated Annealing,45,42,0.7674780142184703,0.8487714541655074,6,-84,12,Clear,87,48,6.281934313888861,0.6466876091873452,0.9559552777372667,2025-01-25 19:29:13,Afternoon
V288,Sedan,71,879,627,0,V2V,Slice1,mMTC,219,94,Genetic Algorithm,81,43,0.7026061300297053,0.6029059019763238,7,-80,40,Snow,45,42,8.39344623400138,1.5037728130487977,0.8059862106114588,2025-01-25 14:19:30,Evening
V289,Motorcycle,62,760,423,1,V2V,Slice2,eMBB,188,157,Reinforcement Learning,75,20,0.9205852035220624,0.8854991258568944,10,-78,99,Snow,140,25,9.458966013089814,2.116902307777102,0.972252383800797,2025-01-25 18:47:37,Morning
V290,Truck,112,227,931,1,V2I,Slice3,mMTC,294,58,Simulated Annealing,72,32,0.964774986298236,0.4894370326483889,9,-66,92,Rain,93,34,7.348493174041397,0.5662203003553823,0.8421344374877735,2025-01-25 15:03:59,Evening
V291,Sedan,117,68,686,0,V2V,Slice2,mMTC,122,73,Genetic Algorithm,97,34,0.7974109312973083,0.9918518628088783,8,-87,29,Fog,54,47,8.736101878898438,0.6036520659936384,0.7856008912669646,2025-01-25 18:55:04,Night
V292,Sedan,49,428,76,0,V2I,Slice2,URLLC,158,67,Simulated Annealing,67,21,0.794432065134657,0.7859636289745684,10,-63,77,Rain,120,12,7.030664569908303,3.94281876703357,0.7131573936019171,2025-01-25 02:51:25,Evening
V293,Truck,35,311,842,0,V2I,Slice3,URLLC,178,246,Genetic Algorithm,61,32,0.7292295482319551,0.5763107907661371,9,-82,21,Snow,54,32,6.4333821111781875,0.8515308324196941,0.792957170483866,2025-01-25 14:40:44,Morning
V294,Motorcycle,100,331,972,0,V2V,Slice3,URLLC,239,175,Reinforcement Learning,43,42,0.712746211285078,0.4421460524849025,6,-71,27,Snow,66,22,6.68879776372453,4.525436621524309,0.9299581736637915,2025-01-25 22:50:49,Afternoon
V295,Truck,101,754,940,0,V2V,Slice2,URLLC,221,233,Genetic Algorithm,52,30,0.770692838662429,0.7343116289433389,4,-79,78,Clear,111,31,8.887339650992173,1.0627145468697168,0.8441664515146912,2025-01-25 06:39:46,Morning
V296,Sedan,45,512,243,0,V2X,Slice3,URLLC,270,168,Reinforcement Learning,16,18,0.9578363805693451,0.7530493748379186,9,-83,5,Clear,149,11,8.361635620204217,2.454170746811213,0.7646122246583481,2025-01-25 08:22:59,Night
V297,Sedan,87,49,198,0,V2X,Slice3,URLLC,246,34,Simulated Annealing,87,23,0.8805793858634366,0.6652697590286168,1,-85,39,Snow,134,47,6.779732045786326,1.0583274500690942,0.8430761572899061,2025-01-25 15:14:00,Afternoon
V298,SUV,32,439,876,1,V2X,Slice3,URLLC,129,218,Simulated Annealing,32,36,0.7034095463201766,0.9628623168575572,2,-77,63,Snow,78,25,6.1420634926194095,4.705717763438921,0.9726993379369724,2025-01-25 08:33:08,Afternoon
V299,Truck,30,993,382,1,V2I,Slice1,eMBB,127,164,Reinforcement Learning,69,18,0.8828395505176346,0.5933497401894974,2,-72,41,Clear,81,42,9.310541519668602,2.7107888295916127,0.7878513609065472,2025-01-25 01:49:27,Evening
V300,Truck,70,330,734,0,V2V,Slice3,URLLC,89,216,Simulated Annealing,79,36,0.7151633771485169,0.7477267628494018,8,-67,13,Clear,95,10,8.80336298025975,2.7980036739681275,0.9061967897601403,2025-01-25 03:15:19,Morning
V301,Motorcycle,73,555,323,1,V2V,Slice2,eMBB,113,210,Simulated Annealing,74,19,0.8255452368607249,0.4410275386329742,5,-88,58,Snow,56,17,7.8057588712168355,4.355853150078742,0.7398105599577433,2025-01-25 13:29:55,Evening
V302,Truck,43,23,751,1,V2V,Slice2,URLLC,194,66,Genetic Algorithm,27,13,0.9803473000948432,0.674386779863009,1,-86,91,Clear,62,28,6.824876058441482,0.7484621600747504,0.9619861445470375,2025-01-25 19:30:22,Morning
V303,Truck,41,184,566,1,V2V,Slice1,URLLC,122,218,Reinforcement Learning,73,48,0.8882480195987292,0.8710514768382178,9,-77,53,Rain,44,22,9.862469178042844,0.434022264274157,0.8526500961815521,2025-01-25 20:49:58,Morning
V304,Truck,109,539,355,1,V2X,Slice2,eMBB,164,192,Simulated Annealing,37,11,0.883573869758809,0.8484617693848944,7,-81,93,Rain,139,37,7.509946354399276,4.872929644607822,0.7855292470138183,2025-01-25 11:54:32,Night
V305,Motorcycle,38,490,198,0,V2I,Slice2,mMTC,209,190,Simulated Annealing,88,49,0.9023813620783205,0.6867161457394039,9,-61,29,Snow,84,17,9.707167013379278,4.592640646329114,0.95577722684305,2025-01-25 12:33:14,Evening
V306,SUV,113,606,805,1,V2I,Slice3,mMTC,274,230,Genetic Algorithm,16,33,0.7416657478584223,0.9142066807377859,3,-79,0,Fog,97,31,6.889115323653042,1.2636257885384383,0.7425893257664535,2025-01-25 13:51:42,Night
V307,Truck,104,352,822,0,V2V,Slice2,eMBB,91,174,Reinforcement Learning,10,45,0.7280119941103406,0.969919800041101,2,-69,71,Fog,94,32,9.53986279903944,2.960870519867971,0.8058423082989291,2025-01-25 10:20:50,Night
V308,SUV,51,223,352,0,V2I,Slice2,URLLC,56,89,Genetic Algorithm,43,19,0.8117274440471984,0.6604616439724442,6,-75,22,Fog,89,20,8.174390447777327,3.467326701356347,0.7506830860354919,2025-01-25 16:18:44,Evening
V309,Motorcycle,54,581,970,1,V2V,Slice3,URLLC,216,204,Genetic Algorithm,61,46,0.7568674087719999,0.6102164975970581,1,-73,36,Rain,131,20,9.775093900914,4.633529504278587,0.9614225084454154,2025-01-25 10:40:03,Morning
V310,Motorcycle,68,164,347,0,V2I,Slice1,eMBB,262,224,Simulated Annealing,77,31,0.7069444079301223,0.7801146150502711,6,-68,76,Snow,56,49,6.495444658646177,1.0510465383677587,0.831366904316077,2025-01-25 11:12:27,Afternoon
V311,Motorcycle,114,307,783,1,V2V,Slice1,eMBB,192,174,Reinforcement Learning,41,28,0.8020557545858347,0.9988118518928183,6,-67,44,Snow,141,30,9.96367728515174,3.94081380280857,0.7881171486680857,2025-01-25 22:35:24,Night
V312,Motorcycle,71,155,940,1,V2X,Slice3,eMBB,275,132,Simulated Annealing,52,14,0.8491669801025471,0.42392091107753455,4,-79,23,Clear,138,42,6.810872560779019,0.8928949358438143,0.9567844943295865,2025-01-25 17:45:12,Evening
V313,Sedan,62,866,791,0,V2V,Slice3,mMTC,181,106,Reinforcement Learning,29,38,0.7151108583634861,0.6198886793813455,2,-73,85,Rain,140,25,6.373387693555112,2.7971611746209857,0.9710922987264329,2025-01-25 10:29:39,Night
V314,Truck,73,459,560,1,V2I,Slice1,URLLC,297,32,Simulated Annealing,18,41,0.9915782804015575,0.6943467644114413,3,-72,0,Clear,68,49,8.258597418143735,1.0022706899923057,0.7291027157283978,2025-01-25 11:20:43,Afternoon
V315,SUV,79,487,435,1,V2V,Slice1,mMTC,189,240,Simulated Annealing,79,25,0.9295466546570865,0.988127947928808,5,-66,3,Snow,131,14,8.721727623845643,1.4886873261443516,0.8806145419135635,2025-01-25 14:01:20,Night
V316,SUV,53,98,792,1,V2X,Slice1,eMBB,275,194,Reinforcement Learning,67,12,0.9213096503310432,0.895461443764321,4,-75,83,Rain,72,40,7.515933214504733,2.6587893946870573,0.8665357439904159,2025-01-25 11:39:53,Evening
V317,Sedan,101,357,345,1,V2I,Slice1,URLLC,109,203,Reinforcement Learning,50,42,0.9640413322086019,0.5783169413244804,5,-86,16,Clear,64,23,8.791393263746901,1.5975396376027384,0.9501213986729042,2025-01-25 22:52:29,Afternoon
V318,SUV,93,493,277,0,V2X,Slice1,mMTC,295,227,Genetic Algorithm,30,49,0.8770893600310217,0.8697170239695142,7,-77,73,Snow,55,15,9.784236551495775,4.985777042258935,0.8514407408730229,2025-01-25 06:12:17,Night
V319,Truck,117,813,847,0,V2X,Slice1,URLLC,265,191,Genetic Algorithm,89,20,0.8314558064378956,0.5250094447400174,3,-84,80,Snow,106,37,9.185116508351065,3.223079595307289,0.7276605539378369,2025-01-25 06:52:19,Evening
V320,Sedan,37,223,939,0,V2I,Slice1,mMTC,104,128,Genetic Algorithm,74,49,0.8453467012887199,0.7540903407160642,4,-67,42,Rain,100,27,9.544958876810448,4.181777692445904,0.9917362166470702,2025-01-25 04:11:18,Morning
V321,Sedan,57,534,210,0,V2I,Slice1,URLLC,230,68,Reinforcement Learning,53,18,0.7591177676489691,0.4239860397431456,5,-84,81,Fog,69,31,9.591444712235806,0.9838971910179883,0.8642491902337437,2025-01-25 23:40:43,Evening
V322,Sedan,80,556,816,0,V2I,Slice2,URLLC,262,235,Simulated Annealing,45,37,0.8140510984798838,0.6546273014035683,2,-67,98,Rain,84,15,7.196625361251645,0.6511024602128773,0.8907930137434467,2025-01-25 15:15:48,Afternoon
V323,Motorcycle,104,775,821,1,V2X,Slice3,mMTC,215,41,Reinforcement Learning,27,38,0.9393032040691777,0.8599019739279843,2,-62,19,Snow,67,21,8.828538271914773,1.401213280558058,0.7155933164510931,2025-01-25 07:06:45,Evening
V324,Sedan,70,426,202,0,V2I,Slice2,URLLC,236,185,Genetic Algorithm,53,38,0.8506584862597328,0.5720327896262658,10,-84,76,Rain,76,48,8.989357228860957,4.072335761777159,0.9403201750446971,2025-01-25 10:08:14,Night
V325,Sedan,87,634,63,0,V2V,Slice1,mMTC,284,196,Genetic Algorithm,18,48,0.7550351897356657,0.8372395274779638,7,-72,71,Clear,93,13,6.486370431665359,0.9921245539034657,0.971169534102312,2025-01-25 12:50:37,Evening
V326,Motorcycle,45,304,557,0,V2V,Slice3,eMBB,162,223,Genetic Algorithm,94,46,0.9587004453426109,0.5964416500772856,4,-86,98,Rain,104,24,7.937788842336376,1.2280621654789754,0.7869557154300739,2025-01-25 16:14:53,Evening
V327,Sedan,107,294,0,0,V2V,Slice3,eMBB,90,196,Genetic Algorithm,18,45,0.8950173396950152,0.44324455999373846,4,-64,32,Fog,149,33,8.624010431097998,3.7155387518669993,0.7862301846260707,2025-01-25 17:43:01,Afternoon
V328,SUV,85,205,670,1,V2V,Slice3,eMBB,177,142,Simulated Annealing,85,25,0.8795573400135899,0.9407787313723269,5,-66,82,Fog,54,25,7.161885666113722,4.00453612843829,0.7611271031456126,2025-01-25 10:13:08,Evening
V329,Truck,40,231,226,1,V2I,Slice2,mMTC,269,195,Simulated Annealing,97,46,0.990788335047422,0.6521729957807101,8,-62,56,Fog,128,12,8.555559882383044,2.7373155523097594,0.8635655842138628,2025-01-25 11:19:30,Morning
V330,SUV,83,629,717,0,V2V,Slice3,eMBB,180,246,Genetic Algorithm,78,43,0.9775670162552657,0.8437290963623237,8,-71,56,Fog,106,33,6.208852573962044,0.7208400542487886,0.70642177841296,2025-01-25 19:25:11,Evening
V331,Motorcycle,31,619,108,1,V2X,Slice1,eMBB,242,120,Reinforcement Learning,67,46,0.7439556562073497,0.756429929812804,3,-86,24,Rain,123,25,8.362109245409982,4.173680151026006,0.738407573892158,2025-01-25 02:43:20,Evening
V332,Motorcycle,111,647,759,0,V2X,Slice3,mMTC,217,154,Genetic Algorithm,86,38,0.9227091263698732,0.8044493642475942,6,-73,51,Snow,116,27,6.404307762964395,2.910538469134471,0.8835628936963107,2025-01-25 06:05:11,Night
V333,Truck,115,962,116,1,V2X,Slice1,mMTC,188,85,Genetic Algorithm,44,32,0.9710796770617615,0.7229191347893785,2,-86,57,Rain,86,39,8.729324795734286,4.660944046725776,0.845534898751005,2025-01-25 06:27:36,Night
V334,Truck,88,354,380,0,V2I,Slice2,URLLC,165,152,Genetic Algorithm,45,32,0.9585173744145414,0.7288660243319138,6,-69,56,Rain,42,10,8.626164122265024,1.0325664520227544,0.9234273491966609,2025-01-25 02:32:12,Evening
V335,Sedan,84,936,179,1,V2X,Slice1,URLLC,261,63,Simulated Annealing,99,45,0.9666912116862312,0.9203909738559632,6,-84,65,Snow,102,21,8.492704998048517,0.730792563486804,0.9227350821802957,2025-01-25 05:07:31,Afternoon
V336,Truck,105,984,585,1,V2V,Slice2,eMBB,119,185,Reinforcement Learning,71,22,0.9418768670150526,0.7397867290518079,5,-65,69,Clear,93,12,7.0288076964209685,1.1286188577211549,0.8303435922888159,2025-01-25 20:00:05,Evening
V337,Truck,119,717,386,1,V2X,Slice2,eMBB,109,91,Simulated Annealing,58,24,0.9966469398129798,0.8853463125963963,9,-79,34,Rain,70,49,8.675084979513823,0.9508480067659192,0.9026441409050148,2025-01-25 19:47:44,Morning
V338,SUV,114,987,573,0,V2I,Slice2,URLLC,295,75,Genetic Algorithm,59,36,0.7818171453258396,0.6681938480991245,2,-81,65,Fog,88,15,7.658174253403397,4.0277145088993125,0.9579903798335538,2025-01-25 00:30:13,Evening
V339,Truck,35,976,923,1,V2V,Slice1,eMBB,220,184,Genetic Algorithm,62,15,0.7477429724964813,0.9837676549763491,2,-71,71,Rain,48,38,8.144702466565981,0.4761515677213213,0.8791169106304958,2025-01-25 18:16:03,Afternoon
V340,Motorcycle,25,587,777,1,V2X,Slice2,mMTC,152,102,Genetic Algorithm,30,10,0.7227445691892053,0.4372849866904466,1,-75,7,Rain,66,45,8.736475634420694,4.0586908692527635,0.9905278024882258,2025-01-25 03:12:58,Evening
V341,Truck,75,789,169,0,V2V,Slice1,mMTC,90,122,Reinforcement Learning,32,10,0.9470929319466335,0.6273166887671177,9,-90,99,Clear,121,12,7.480730618651439,3.228922987678129,0.9981002041006735,2025-01-25 18:26:27,Evening
V342,Sedan,57,843,793,0,V2I,Slice3,URLLC,85,229,Simulated Annealing,20,12,0.8357890085374018,0.5071006233672253,1,-86,45,Fog,87,38,9.979036676074251,4.584682137688871,0.8539646107454394,2025-01-25 00:51:20,Evening
V343,SUV,105,433,277,0,V2I,Slice3,URLLC,201,81,Simulated Annealing,49,17,0.7774229358408894,0.5782459142988075,9,-84,61,Rain,70,10,6.249835940118276,2.3317226546378778,0.7781248685365981,2025-01-25 16:16:30,Morning
V344,Truck,63,969,30,1,V2I,Slice1,eMBB,106,132,Reinforcement Learning,16,40,0.9031690189110435,0.47306029271373096,1,-89,99,Snow,103,20,8.920096104168795,1.349646797707399,0.9364126749033885,2025-01-25 12:43:00,Morning
V345,Motorcycle,64,66,671,1,V2I,Slice3,eMBB,296,159,Simulated Annealing,61,41,0.7002541430859271,0.6994685875360784,5,-90,84,Fog,139,48,6.961369669636127,4.510847145685063,0.752226665334679,2025-01-25 02:40:11,Afternoon
V346,Truck,58,155,163,1,V2V,Slice1,mMTC,104,110,Genetic Algorithm,57,36,0.7590096433735173,0.4080016713786939,4,-82,88,Clear,104,22,9.927327137533801,0.03601022878089055,0.9321761833600983,2025-01-25 19:27:21,Evening
V347,Truck,99,926,198,1,V2X,Slice3,mMTC,159,65,Reinforcement Learning,60,25,0.8135168239027388,0.7507209543615051,3,-61,97,Snow,133,44,8.122537037949662,4.590247708385574,0.8331047991983734,2025-01-25 19:07:03,Evening
V348,Sedan,116,139,71,1,V2V,Slice1,mMTC,271,235,Reinforcement Learning,92,25,0.7636742787208838,0.9633656245739183,8,-81,94,Fog,85,30,9.139679875621253,3.123767425672362,0.9336100890657619,2025-01-25 00:51:51,Afternoon
V349,Motorcycle,29,705,494,0,V2I,Slice1,eMBB,175,180,Reinforcement Learning,30,49,0.8027770781953105,0.497184693735126,5,-78,80,Rain,81,39,6.811593292968421,0.8081142902996469,0.7893944241728297,2025-01-25 10:36:57,Afternoon
V350,Truck,93,397,796,0,V2X,Slice1,eMBB,156,30,Genetic Algorithm,16,42,0.7496194427617676,0.7947569409077122,7,-88,63,Clear,109,30,9.521478060552056,1.4654409223701665,0.8363791682871902,2025-01-25 11:23:03,Night
V351,Truck,106,872,711,0,V2V,Slice2,eMBB,91,94,Simulated Annealing,83,25,0.7011934135155329,0.5555836333182956,6,-66,29,Snow,99,20,9.857831371131075,2.9504384661798984,0.9508202796891241,2025-01-25 13:03:56,Evening
V352,Sedan,92,480,965,1,V2X,Slice2,mMTC,178,96,Simulated Annealing,30,45,0.8488991004127249,0.487283655693562,9,-76,81,Rain,72,10,8.155780289713645,0.4853930628863351,0.8018724954485258,2025-01-25 22:14:01,Morning
V353,Truck,85,680,756,0,V2X,Slice3,eMBB,267,116,Genetic Algorithm,72,16,0.7211521322349095,0.9025917479138991,6,-82,28,Fog,66,19,9.404164297462662,0.2870515169199367,0.8221073561009364,2025-01-25 17:45:39,Afternoon
V354,SUV,26,591,445,1,V2V,Slice1,eMBB,251,185,Genetic Algorithm,32,38,0.9160990034668615,0.6836905824218622,8,-81,45,Fog,140,11,8.67887753580667,2.5943716987710577,0.8725731705316027,2025-01-25 22:40:13,Morning
V355,Truck,85,683,118,0,V2I,Slice3,URLLC,133,237,Reinforcement Learning,58,49,0.7184224429494201,0.4400376566579509,10,-63,50,Clear,108,41,6.976198101251571,0.16754685105221045,0.89256840265259,2025-01-25 20:17:10,Evening
