Vehicle_ID,Vehicle_Type,Speed_km_h,Position_X,Position_Y,Vehicle_Priority,Communication_Mode,Slice_ID,Slice_Type,Requested_Bandwidth_Mbps,Allocated_Bandwidth_Mbps,Latency_ms,Energy_Consumption_W,AI_Optimization_Score,Vehicle_Mobility_Index,Congestion_Level,Signal_Strength_dBm,Traffic_Density,Weather_Condition,Throughput_Mbps,AI_Decision_Time_ms,Network_Stability_Index,Packet_Loss_Rate_%,Throughput_Efficiency,Time_Stamp,Time_of_Day
136,Sedan,45.238340074421,110.33477382520296,143.51966414225626,Medium,V2I,3,URLLC,47.774308983816674,29.19836589206657,6.442206780971515,46.294011753561996,0.5609138226971506,0.8244458441852179,3,-74.59817670068057,4,Clear,56.359977130066,15.18643131327913,0.8245197535590328,0.9987196035593884,0.6145248306815967,2023-01-01 02:15:00,Night
137,Sedan,72.38556745194052,27.48519482937095,464.4732619596725,High,V2V,3,mMTC,76.61564381696371,61.96370709991444,32.78734701497351,10.217937200102725,0.7949887451556457,0.7336949928752201,6,-118.54369387998916,9,Snow,60.67343953364174,19.71505058851417,0.5088756098334166,0.33792488740188886,0.6893862242898978,2023-01-01 02:16:00,Morning
138,Sedan,9.5658087824742,273.69551596634886,951.2647989837258,Low,V2I,3,mMTC,50.21879965964169,69.43440901321401,31.32798959509756,21.427735229800504,0.5847252882608898,0.6794155793965319,9,-106.20263390255356,38,Clear,38.257114413859426,14.331618514020528,0.674711701955528,0.5299261800245643,0.7686797877536272,2023-01-01 02:17:00,Evening
139,Truck,81.97371428676558,269.3458790611043,360.7846415915289,Medium,V2V,6,URLLC,69.31937979190614,50.33702712693331,12.712344982868684,48.49945255589477,0.9395951920051022,0.6949866387024463,6,-108.30483314497857,58,Fog,67.26973881113548,9.050618771973305,0.9772385586738266,0.9924442381864277,0.8052007685150973,2023-01-01 02:18:00,Afternoon
140,Sedan,111.90800504471531,819.3187623469646,877.4840413175335,Medium,V2I,4,mMTC,85.55452807013182,60.70651854842303,36.22722702697499,10.660491071649354,0.8624458315383062,0.5528910682470121,2,-62.43554106676149,69,Snow,53.529209921595466,7.737014784275896,0.7092881930232741,0.634563305297746,0.7527248347167314,2023-01-01 02:19:00,Evening
141,Motorcycle,69.07983035969036,710.6672459428352,120.28859342571153,Low,V2I,7,URLLC,19.390382534522033,55.46715134417218,14.703620416580161,44.31795405005051,0.9375306737975175,0.7794580585085745,1,-95.474622411348,13,Clear,26.167733528457553,10.050855712671853,0.7249685234721892,4.16483298849929,0.5030891558367654,2023-01-01 02:20:00,Night
142,Sedan,15.133838685049268,981.6094273320143,617.0172069337101,Low,V2X,7,URLLC,78.91656219493407,5.4120246002859,15.943736804955178,14.076326530103263,0.8462024897243522,0.47260008164046396,6,-83.89880484046432,11,Clear,16.671132839271234,8.34004604504375,0.8067767303996698,4.833207028466177,0.8323619333773709,2023-01-01 02:21:00,Morning
143,Motorcycle,69.80658329681721,711.5129003118185,600.6129769105182,Low,V2X,4,mMTC,77.10218180515008,80.7531731436352,4.008476641574199,8.074786836671327,0.8362284385267257,0.15270826717969568,6,-103.81671549686664,71,Rain,35.61228559431386,1.272407202836055,0.7604812474210548,4.476523223632129,0.7899392394187186,2023-01-01 02:22:00,Evening
144,Motorcycle,91.96166557255829,418.2555532560479,859.8747500702685,Medium,V2V,1,eMBB,83.77411414575951,10.360627427208161,27.96378620706013,11.39802881871023,0.764289143583686,0.6995842180223832,2,-104.72437234193843,78,Fog,86.72987927410209,1.0602497671814555,0.6944293726577829,0.9230571106223935,0.5303091646474107,2023-01-01 02:23:00,Night
145,Motorcycle,48.769984388882236,698.9276609452169,3.316704404901505,Emergency,V2V,9,URLLC,96.04598227026031,41.930638076085415,15.097071420083875,36.94407749868355,0.772793144439963,0.6905799480155628,8,-94.8614758903441,64,Clear,45.97574588521107,17.073511755744747,0.6820788283685154,1.4628925071140908,0.7858994360581637,2023-01-01 02:24:00,Morning
146,Truck,105.58052975297615,999.4590671864021,189.93166719757215,High,V2V,7,URLLC,37.86381778709288,14.991665249432586,41.128001662722475,11.178598556033627,0.8914891151368658,0.20820584857371616,4,-100.9386777413647,79,Rain,71.62605808978026,6.85211663080874,0.9151876274172365,0.7843091805545991,0.694634300386181,2023-01-01 02:25:00,Evening
147,Truck,77.84195440288374,710.141882562528,219.68762542948173,Medium,V2I,6,eMBB,48.61184434420931,64.60825510195379,40.27188197969269,5.168294172823872,0.7863804552383391,0.29993515458328457,8,-74.91184247214956,97,Rain,70.45242271432299,6.769612120795514,0.5381435822728533,2.94483588023459,0.7810076864160564,2023-01-01 02:26:00,Afternoon
148,Truck,107.9098701947043,761.6813559803182,949.9660880907373,Low,V2I,5,eMBB,33.641379916848365,34.30289878477298,7.293684788792268,39.90620629952448,0.7164212599582209,0.29606634611566546,2,-82.6675268150907,39,Fog,89.97203135087068,11.463673539048608,0.5912067532640213,0.33965760452377364,0.9630611207694606,2023-01-01 02:27:00,Evening
149,Sedan,74.82063734968047,938.3650151902594,153.69365626989494,Low,V2X,9,mMTC,39.439506432257005,11.40369565180665,8.839665664650788,34.49754814839194,0.8537933336261554,0.5738796302359411,5,-78.37297652695023,57,Snow,12.748125565769183,9.071802041067041,0.9099476259572621,4.701433220656659,0.6071523463934354,2023-01-01 02:28:00,Afternoon
150,Motorcycle,15.754556640578908,113.65126131168336,36.96235022056038,Low,V2I,9,eMBB,39.68433631074805,9.081753622958995,16.728530717196136,44.51689996927069,0.9819881438464404,0.5465074793834137,10,-87.61022121667325,98,Clear,69.42717543655483,1.6293192917721517,0.9128447925643324,2.29617083528113,0.5877121067462157,2023-01-01 02:29:00,Night
151,Truck,37.163005332622696,704.7842934477269,534.461494741808,Low,V2V,6,URLLC,88.27975169522865,26.34275758316113,29.461867652945884,30.99574468327426,0.9548011101597491,0.19537694187906196,2,-65.83080204086559,47,Rain,76.16139086143397,8.87922506620961,0.5874465568259108,0.9666093725103945,0.9328584529991124,2023-01-01 02:30:00,Afternoon
152,Truck,24.21539379029483,850.805957967449,528.5584624336816,Emergency,V2V,8,eMBB,15.66084859133499,65.05382806778482,17.783199814646693,7.050765412428169,0.6626967813077727,0.451158727207587,10,-116.12684745955573,19,Rain,84.15715959264695,8.777992444545191,0.9000159760305269,3.4541747703157104,0.9506452297663925,2023-01-01 02:31:00,Morning
153,Sedan,109.05917972602347,954.3786002208931,844.0469653678642,High,V2V,7,URLLC,28.242874528734284,69.63993483577602,18.16254149124318,5.971314769488355,0.6934504222317263,0.11978539440822732,1,-75.0131315894499,13,Rain,52.2107617454449,14.132186909456296,0.9804389172533161,1.7217420461789847,0.9515934561568574,2023-01-01 02:32:00,Morning
154,Truck,91.24800807449792,210.96928971169936,948.859650177802,Emergency,V2I,1,mMTC,64.95023928748259,16.55873744864557,7.862973345148594,40.338786898372156,0.9787424325731777,0.22564564140521412,5,-105.59788269075416,93,Rain,16.196847849265012,1.8497494775605077,0.9404368279722906,1.1942911917790862,0.9162785656999346,2023-01-01 02:33:00,Night
155,Sedan,81.16780426920073,503.92900772424423,538.5454421401311,Emergency,V2X,2,eMBB,78.86753038635219,17.520099233086935,17.44432400999605,45.04661981721871,0.6164260279619564,0.15525414902901238,1,-82.61174609451595,4,Snow,11.374024812247878,12.338580163297081,0.6716920559896491,0.8559903904532938,0.8085794826257686,2023-01-01 02:34:00,Evening
156,SUV,36.115958355794604,680.5548476444818,929.9941824196554,High,V2V,9,eMBB,72.76393485852296,58.39042468590209,24.04992159871238,41.01299721066979,0.563890877003338,0.4950657738744402,1,-64.45620435216446,33,Clear,13.796551738952916,4.568345152887878,0.9048058950810116,3.858989656565208,0.863573008972847,2023-01-01 02:35:00,Afternoon
157,Truck,22.085372646025622,247.46772950133743,725.1591512998297,Medium,V2I,4,mMTC,14.191810811368674,91.1539711431908,49.25124532538513,21.83165942299379,0.7382226956087072,0.1499191180114724,10,-101.35198851793618,4,Fog,23.96910869702173,15.276723546765693,0.5084430807427078,1.9068067028658944,0.5195484320820711,2023-01-01 02:36:00,Night
158,SUV,90.77413055866941,600.472863250274,264.559127995585,Medium,V2V,3,mMTC,50.841494316312996,54.76199565037716,42.06027768432001,34.793139701725906,0.7229738488089861,0.8610160510864695,6,-62.16264602983597,66,Clear,10.765152205247224,2.0788947096718866,0.7217423949847621,2.794798800024821,0.6020548708124532,2023-01-01 02:37:00,Evening
159,Sedan,56.89895350548956,257.5787824979994,928.4207109439263,Emergency,V2V,2,eMBB,26.602622934182968,69.0567914552616,39.856097225124415,8.500842021670481,0.7739155119206644,0.6010016925359906,10,-109.42514357132458,65,Clear,33.215001282011286,18.830970712690615,0.6450640061576047,1.6066827245243092,0.6323399399821918,2023-01-01 02:38:00,Afternoon
160,Motorcycle,27.094746258075496,333.4570205316473,667.4431761818747,High,V2V,8,eMBB,98.93279859536446,56.787436589483555,28.43121156531715,37.320648149851934,0.5159808733517537,0.7174174497426637,7,-62.68568212697546,47,Rain,68.36944276221082,9.786056437115473,0.7625680567012705,2.933010641688664,0.9967134618571114,2023-01-01 02:39:00,Night
161,Truck,73.99463737983301,441.5186965108651,414.0959327426338,Low,V2V,7,eMBB,99.90027668785147,14.435220300451752,18.64440336649088,16.23156013504105,0.6031761522109331,0.4294953237454545,2,-117.50651096429937,14,Clear,62.39284209687348,8.340592154024025,0.6843263474881085,4.510117320098181,0.9643942192467241,2023-01-01 02:40:00,Afternoon
162,Sedan,4.840062256614237,529.190098746567,680.2420845169307,High,V2X,9,eMBB,14.58086886258397,90.18176096202566,42.99037373288113,47.043818104547235,0.9013216099411727,0.8594475546520685,2,-100.29004540575197,57,Snow,74.4545065825611,10.916070877024202,0.5882624559752122,2.728705616802518,0.618467670045334,2023-01-01 02:41:00,Night
163,Motorcycle,39.14043049539042,449.36587162515065,401.31282774375086,Medium,V2V,3,URLLC,70.09517155925865,11.478644203855843,18.024048799965726,20.19687473774018,0.6801934261063809,0.7199474839384524,4,-78.0923933831524,34,Rain,42.63445563524392,13.491407075986281,0.5191143355348908,4.820540150131669,0.5704140945810491,2023-01-01 02:42:00,Night
164,Motorcycle,56.22683935093616,493.1955197879292,114.18376798795926,Emergency,V2V,1,eMBB,83.17584464270824,73.38831285700687,30.047004386169125,20.268097091602836,0.9582772441666497,0.35037505103574806,7,-69.33928090157362,4,Snow,80.08342350273574,1.2499820040468608,0.7133822214457836,4.5256425216512355,0.7227861317475406,2023-01-01 02:43:00,Evening
165,SUV,17.7550000931287,298.58875628829264,718.9787471768998,Low,V2I,9,URLLC,39.23018820647623,93.14170054325905,13.601611040692427,17.884648983428903,0.7844172549748292,0.1967856781067157,1,-109.97267989142014,52,Fog,57.39675728418913,3.797186694549059,0.7100637227811639,3.017247099749984,0.9407240840108733,2023-01-01 02:44:00,Night
166,Sedan,118.15853731090075,158.96509402263058,824.0876121707438,Medium,V2X,5,mMTC,72.42727926208661,33.709748612351326,39.04407488479354,33.508014713374074,0.5106346808859227,0.46785151637125233,5,-63.941863343459296,4,Clear,36.44792755129447,16.637806051103144,0.6467884972251503,0.2223299973376789,0.649030359163874,2023-01-01 02:45:00,Evening
167,Motorcycle,25.09168375075371,47.34997732683943,728.8061990193877,Low,V2I,5,URLLC,26.890168133395143,20.446722006353774,26.212122933549292,9.359312731177479,0.9890823687624772,0.5403194386331922,8,-110.6031127685112,87,Rain,10.799158109873355,18.22156922395773,0.7006441480880764,2.024960708911503,0.9158218133818943,2023-01-01 02:46:00,Night
168,Truck,15.642375605191866,195.9787224916677,229.11466775667654,High,V2V,3,mMTC,21.516323794553873,55.95569196117955,44.86325821901401,7.407470941726258,0.6585206995499804,0.5253183985734041,4,-67.89498095010416,88,Fog,26.561000698704287,6.202519139956719,0.5662261055907827,0.49282470450319016,0.5805242874025947,2023-01-01 02:47:00,Evening
169,Truck,24.424184866427566,581.943641505783,956.6350134776129,High,V2V,8,eMBB,93.2771635106399,76.55599077460762,28.876105752279717,36.32563221670222,0.6844684102345941,0.8523128206551068,8,-66.91364353886019,56,Fog,42.468035344045774,13.430419358035905,0.6770577442140087,0.7580802415144545,0.5760914477752469,2023-01-01 02:48:00,Evening
170,SUV,92.28733597916691,786.1154478031324,25.25456169115592,Medium,V2V,8,mMTC,67.82821520339715,90.45275446263585,9.050929168556117,47.552463340930046,0.9553218034276176,0.6555253026809917,1,-75.73205889115964,24,Snow,34.522314212216045,19.09697879926127,0.6218108618163907,4.5893688507431705,0.775346943135506,2023-01-01 02:49:00,Afternoon
171,Motorcycle,51.06067911262114,169.24759744289452,332.6852973756406,Medium,V2V,1,mMTC,83.52525162002294,67.43068287541473,49.65443864502313,38.46767237835483,0.9390057108014043,0.4721114754206688,8,-66.54418965966474,90,Fog,29.28219223976412,1.200503175940565,0.9237453404452745,0.3649465431439439,0.5589476629958894,2023-01-01 02:50:00,Afternoon
172,Sedan,67.84991277030456,108.55535777264846,260.0924345348955,Low,V2X,4,URLLC,57.944185614412106,35.22858037142679,25.596331011259448,16.243684092504832,0.8425112502518841,0.6698718132144577,8,-115.0099416421038,51,Clear,21.910249373696033,6.925259092227981,0.6506547929126523,4.824475915303177,0.9978909583684348,2023-01-01 02:51:00,Evening
173,Truck,2.5210988383632893,749.2903605492503,48.12622761485097,Low,V2V,6,mMTC,23.92528211830038,49.49115420569923,13.284694557889159,21.29700972982326,0.5051135630666401,0.3782562715688498,2,-64.46688942812078,36,Rain,69.20872395124347,16.196812891216183,0.5114821211942693,3.8925998747105837,0.6612508451338319,2023-01-01 02:52:00,Evening
174,Motorcycle,4.131757028797747,305.1583305372897,405.72969298866843,High,V2V,9,eMBB,43.898966647275955,73.50805272957975,17.13487168347312,14.151982984068745,0.5017931772030005,0.7394189413493237,4,-92.17756590638854,66,Snow,48.42759773591905,17.90661364459769,0.980985961799781,2.359883594859144,0.50461154093007,2023-01-01 02:53:00,Morning
175,Motorcycle,53.49906597924194,951.4994392273525,623.1148401627745,Emergency,V2I,2,eMBB,89.34912576546503,75.91391813009675,6.940475298852647,35.78421212660703,0.5891237263147789,0.8055432850367711,2,-102.2729119408686,71,Fog,68.21584419932904,14.347881336625791,0.6334205170191483,3.542202902613686,0.6889286226246911,2023-01-01 02:54:00,Evening
176,SUV,97.99862918419483,714.3179706103731,882.5528634851013,Low,V2I,7,mMTC,11.404591983773946,11.699352407268838,4.623068464574246,15.68060359634905,0.881263984995811,0.857657480387674,3,-119.63299504801275,82,Snow,54.45056971213737,17.867480441411654,0.8931871451339137,1.1512282019438613,0.679844668663937,2023-01-01 02:55:00,Evening
177,Truck,106.22866544490783,326.7560472430309,989.6897161914701,High,V2V,1,mMTC,28.645986884060427,60.23656946274735,23.077747401031434,30.70851204081757,0.9174774008077164,0.12733642344012328,9,-85.77470652897836,24,Clear,26.740604921441086,2.0267973180473104,0.9860603715089595,4.63217334266526,0.760700360848936,2023-01-01 02:56:00,Afternoon
178,Truck,10.404788111476826,289.5427477937049,808.0895864043981,Emergency,V2V,4,eMBB,32.795793826672096,92.06330468969884,47.64178285983728,42.776063849601066,0.6123980477126205,0.3315439132385295,10,-116.25516497336267,92,Rain,84.01692374021806,6.489230559586058,0.7435842450296475,4.548340109347678,0.7704334240620583,2023-01-01 02:57:00,Afternoon
179,Sedan,64.60357225212273,523.698386271309,468.6805187128248,Medium,V2V,7,eMBB,33.669619785829944,75.67310307505124,7.025903643187187,28.238453525475133,0.5393490458177366,0.23227224856722808,4,-119.26349661397259,98,Fog,8.974136140127047,5.114961796858936,0.6904296839565864,1.4559489308314018,0.6178063108588949,2023-01-01 02:58:00,Evening
180,Truck,109.58756235351245,79.14466827820942,723.7044259670307,Medium,V2V,3,eMBB,18.87280253946816,5.659050726426759,45.23348605597608,31.706831196096573,0.7134178316073536,0.6334196908209961,1,-94.94767720009442,57,Rain,80.47398623534774,7.924826155318694,0.5873445562480639,0.8138256109127867,0.9755360182070103,2023-01-01 02:59:00,Morning
181,Sedan,46.55673052774637,117.676512645299,843.6237885896408,Low,V2V,3,URLLC,86.33977241234632,25.244741309797664,40.03998719718683,48.56601222621927,0.9644515417844246,0.3043976452355186,1,-116.35197480332953,10,Snow,70.23557087454832,9.060710570994743,0.6143225186313148,4.381809738344435,0.7732309162350057,2023-01-01 03:00:00,Morning
182,Truck,99.54789977140423,175.8578813161925,465.3071964186814,Emergency,V2V,4,URLLC,24.35625280038778,45.0507898637658,40.51489748666499,19.364143191981547,0.7622443651733187,0.469828756424046,2,-69.20998783948241,30,Rain,91.27135473615795,5.125313501657081,0.930186588388451,2.925459028353764,0.6872110959456781,2023-01-01 03:01:00,Afternoon
183,SUV,16.043478527932344,774.7235933045602,785.0544340254999,High,V2V,8,eMBB,84.67069472279687,68.56425213415935,35.78771424615052,40.883931254994415,0.8664742601533988,0.7283146560242566,7,-117.24856847771986,52,Snow,29.672843817606118,18.597066431641046,0.5302190989560644,0.9968367872621297,0.8621410147902993,2023-01-01 03:02:00,Afternoon
184,Truck,112.24733876013585,513.8573592691224,482.65241831287676,Low,V2V,3,eMBB,41.95555998987745,54.97220414073214,29.999947943936565,35.90644040528541,0.8542630434937306,0.7806736024633759,9,-86.26499579131834,85,Clear,16.436863808668523,3.332619649623636,0.5899478108195123,3.14697498033885,0.5076646650522866,2023-01-01 03:03:00,Night
185,Sedan,90.17079810375631,10.56712277444294,386.4959908767227,High,V2V,8,URLLC,51.1586282482837,11.959507238488648,6.947982925287246,10.092460619455707,0.927079893741882,0.5837860250418031,1,-88.30260160163844,27,Clear,61.98855479177011,15.716624307600789,0.5949114359966511,3.9651248974306057,0.8519846611946369,2023-01-01 03:04:00,Night
186,Sedan,112.9601271344282,673.516527472109,526.0908377837612,Emergency,V2X,9,eMBB,51.656575564446555,71.4441724599511,29.206982913169444,49.538897981505635,0.9921058469353374,0.46105223500315407,5,-86.30268090215759,69,Snow,61.074262978545796,17.93377603276254,0.5430444844713231,4.301233663590592,0.8096228788659907,2023-01-01 03:05:00,Afternoon
187,SUV,81.19406802630078,423.69017866049705,675.8547376271449,Low,V2V,8,eMBB,74.18339399982672,80.48423136917222,18.246902782478237,36.03105038817824,0.9901491673494727,0.15083804409683188,10,-112.06931073588083,35,Fog,79.67512604029055,8.672849777186057,0.8694066347184795,4.3297661192549475,0.6524170912568561,2023-01-01 03:06:00,Afternoon
188,Truck,43.60847183993124,510.8523649637979,726.8820563185974,Emergency,V2I,8,URLLC,75.816985068021,23.518204319570824,6.159913720693826,5.627294400891711,0.7700193574107517,0.6898742763772125,10,-67.07263672124718,24,Clear,44.42777470295261,11.005294130004515,0.5314746001280863,0.5200469101638843,0.8052218881663968,2023-01-01 03:07:00,Morning
189,Truck,112.5817407029667,214.11624341293555,356.73626889210783,Emergency,V2V,9,URLLC,67.66192252333241,11.068126979975569,40.38757012164721,37.505746580312035,0.6667434261149502,0.6687804971718798,7,-80.8581475638504,90,Clear,58.76464705885104,18.182518193739636,0.9007265903906552,3.620001869690682,0.6793519992688848,2023-01-01 03:08:00,Morning
190,SUV,33.06801315710142,551.7822283941036,571.3202515560348,Emergency,V2I,4,URLLC,79.6391635196051,76.18617683434724,27.780882729629106,11.025147350076118,0.8940820744441039,0.28873320018319015,7,-73.04856414566754,65,Rain,60.50054260868048,3.859988455383351,0.9393296492927734,1.6475931866723328,0.5552770888524146,2023-01-01 03:09:00,Afternoon
191,Truck,39.860702647407905,979.1532397514886,909.870874080447,High,V2V,3,eMBB,10.747286112826188,62.64017189518332,37.50280869551101,18.198957766507377,0.8512841248780745,0.68332542874574,1,-69.14110888832411,96,Fog,11.771974480514885,3.4245873090147496,0.6581846328543262,1.502478421736155,0.8124893712125814,2023-01-01 03:10:00,Evening
192,Truck,84.09701016020884,73.44469100576146,976.3129001106397,Medium,V2V,8,eMBB,55.43293880791926,77.31536233069883,24.495994177616886,20.6768108531289,0.8918483321169688,0.28494953049448857,1,-66.32275258116347,10,Clear,18.835977714450202,1.9337345460771802,0.6141863236845818,3.55649264674462,0.5843844146400815,2023-01-01 03:11:00,Evening
193,Sedan,91.83795594304635,283.91739966443066,227.2480911839545,Low,V2I,1,eMBB,57.16228096176547,55.99370841324358,28.03414253368892,18.93947327615198,0.6499930714889727,0.6400283185052913,6,-76.64244773901117,58,Fog,34.27045751760306,17.412670731339684,0.6719016903650207,0.7354004141322071,0.8366073555411082,2023-01-01 03:12:00,Afternoon
194,Truck,111.52841806189846,242.99759286082977,192.83116571334148,High,V2I,1,eMBB,31.540585680176413,43.56841039775374,35.904817347572475,38.50021277190183,0.7915673651818251,0.21786679783951002,5,-76.41452402678641,88,Rain,15.125863960370738,5.525591902124319,0.6491672002378408,1.314645046232258,0.731854260941073,2023-01-01 03:13:00,Evening
195,Truck,24.576289086745142,248.54931075117958,676.6856334286485,Emergency,V2X,4,URLLC,60.07338172888358,91.6769941614814,13.100396759251412,38.89692936506162,0.5926008574008448,0.8298379110975751,10,-111.04151827099992,16,Rain,47.38592322533865,10.254552424263785,0.7618586371682846,3.883932007639024,0.7509579641136164,2023-01-01 03:14:00,Afternoon
196,SUV,95.75976422630687,378.7063575653773,414.68388582344386,High,V2I,3,mMTC,52.04416327424878,75.19637797892217,42.50537588705815,28.78111679997833,0.6097542951091078,0.41843833018081866,7,-109.8358982611006,88,Rain,92.35284567478273,6.43286064234987,0.7571676791569655,0.867844424174454,0.5655163217642925,2023-01-01 03:15:00,Evening
197,SUV,88.62552640763562,818.1097847441675,24.222338418137035,Emergency,V2V,2,eMBB,52.49010778295974,42.07246216241272,21.62646902162974,30.515850751501546,0.6846110755564837,0.5823703440151322,1,-74.79181317197225,42,Clear,50.29206592906498,19.72126706228725,0.7434125525436828,4.693851869392416,0.7371389267251064,2023-01-01 03:16:00,Afternoon
198,Motorcycle,7.655346750431744,912.8586899643874,346.86187064728415,Emergency,V2V,9,eMBB,20.66054779221701,86.67662777354901,35.715978125702726,19.112399211270976,0.8552585355650134,0.2653503510999878,1,-106.80897446194848,93,Clear,87.97632518500136,16.57356138701595,0.6787468259488394,2.704742537097913,0.8301088246234649,2023-01-01 03:17:00,Evening
199,Sedan,46.46677694522484,202.21508745897333,806.7447434722521,Emergency,V2V,5,eMBB,49.17362844705178,94.41493215512605,16.97792902472732,6.044159215103291,0.6522485750392133,0.7818295998941523,3,-86.8261455053095,21,Fog,16.610363871920335,13.745971913956312,0.7772962677702391,3.280435786122272,0.985350532442151,2023-01-01 03:18:00,Night
200,Truck,33.93185484721183,542.9499379481127,797.4269303831826,Emergency,V2V,3,URLLC,78.9787655696666,32.74128628118518,35.421265448348024,20.827355845664314,0.6642538089303351,0.8745912057535178,7,-103.70774504630609,26,Fog,26.970978630672704,18.220989902763762,0.5735496360064871,4.3928470386671155,0.5170940291460948,2023-01-01 03:19:00,Morning
201,Truck,36.53885092248365,636.8989721654804,494.6851488165819,High,V2I,9,mMTC,46.89909920980398,85.32291100083866,3.1325383100054394,5.423981350689604,0.8995651961984963,0.3440689247092677,5,-104.67425229501531,45,Rain,48.815333432859674,5.723639616838108,0.816033117087753,3.1848237706911733,0.849674098825566,2023-01-01 03:20:00,Afternoon
202,Motorcycle,117.9536255465641,521.8274743638449,472.5779348875353,Emergency,V2V,8,eMBB,53.87485811921452,9.085772661899526,46.53382973417946,43.915517170531295,0.9566627595694541,0.2635177974793027,7,-92.95068432798631,69,Fog,52.14537627906195,6.417889617939598,0.8729082452079667,2.8926225535836365,0.6063947523682971,2023-01-01 03:21:00,Afternoon
203,Truck,77.13328961759134,434.0763941969196,579.5074424343775,High,V2X,4,URLLC,97.07683705346041,24.291410231841617,39.557840765840815,33.83479925695562,0.9199960950746573,0.5294262632824326,9,-110.08740045724697,68,Snow,61.76569792383027,16.184707817070787,0.5497867067793851,1.0215686205775605,0.6080551679902322,2023-01-01 03:22:00,Afternoon
204,Sedan,86.12113893521995,191.97550585923784,219.39671056357602,High,V2V,5,eMBB,88.46058558244002,19.482104538728475,33.575472702978274,49.06722109626526,0.5924059146847739,0.8663719343595402,4,-69.23985785915863,49,Snow,24.801151617151948,5.425747909966622,0.5824897165689318,0.7790828908066327,0.8687318589908366,2023-01-01 03:23:00,Evening
205,Motorcycle,117.1941164778011,488.2193591992385,526.0436248909555,Medium,V2V,5,eMBB,93.58301416165384,37.09342222320545,16.870225068416595,13.23134987400446,0.7288668860284884,0.7105611958637195,7,-111.12035420036683,29,Snow,24.75211423524967,12.779517209854177,0.9925239369308682,1.2124999682141933,0.6679096990152971,2023-01-01 03:24:00,Night
206,Sedan,45.264213894916644,401.2148277113289,11.046360056648385,High,V2V,8,eMBB,16.99088956511419,55.63603202518575,42.28678904120549,34.60217899113331,0.851589723900029,0.8869997194542172,1,-73.28867683035742,72,Fog,68.73479120188713,14.65724872234073,0.6879007060850755,2.6772694941057034,0.7284116681100019,2023-01-01 03:25:00,Afternoon
207,Motorcycle,96.22082021433671,795.5633625022697,475.5595547831337,Medium,V2V,7,mMTC,65.67226089659482,69.79818635009745,38.6166117123501,13.456557596075534,0.8560861928551353,0.80038700881838,4,-91.8592672115919,72,Fog,67.21394343407694,8.027568174322969,0.8898740534156282,4.331410638400012,0.9628478062196211,2023-01-01 03:26:00,Night
208,Motorcycle,52.143715596539444,763.6043591629951,336.05104625059255,Medium,V2I,3,URLLC,30.107068714055536,86.25234174504286,23.201139794572942,33.754110272847925,0.6984194794785743,0.6491746072672796,10,-107.60510861701434,75,Snow,82.53068336212156,14.544569895558919,0.9242288897357945,1.2780569478499546,0.5043979305208346,2023-01-01 03:27:00,Morning
209,SUV,104.34404061779757,133.99868120567072,674.8696059036596,Medium,V2X,6,mMTC,46.38192876542695,19.269286985469034,10.675041885377782,27.13016040543259,0.7102659838114032,0.2476977485748405,9,-99.45022907075574,62,Snow,19.74894804967606,2.180063575172082,0.7714993107734791,4.862409981065486,0.6293053362360078,2023-01-01 03:28:00,Night
210,Sedan,21.67890495735638,88.51905256306758,638.3535841526276,High,V2V,6,URLLC,71.17751550003692,57.04551634239416,9.60018628105562,34.910643623675156,0.7886618852545917,0.8044300956740899,1,-94.40944072449452,51,Clear,75.44035656664758,8.736627703243986,0.6045453279617328,2.3101723995958894,0.6106557743436687,2023-01-01 03:29:00,Night
211,Truck,113.72234124771356,908.153943227503,380.835880182809,Medium,V2I,2,URLLC,62.102340897132116,54.92239949021298,24.9215993469448,37.639412933226474,0.8389954888179938,0.5848574267213964,10,-103.27943344924805,13,Rain,51.57874715025817,15.20072683064516,0.5168825358858304,0.6089711722900222,0.558180399913251,2023-01-01 03:30:00,Night
212,Truck,26.25260500930556,535.5083889644977,7.272981478591567,Low,V2I,1,eMBB,55.51590832443714,46.26264787881034,39.38699666857964,28.52737122862679,0.5367292595263791,0.4613306916893114,5,-71.41503407832514,58,Clear,33.620509765102845,11.086362746913277,0.856500882289693,2.803396749237352,0.9175390511605207,2023-01-01 03:31:00,Afternoon
213,Sedan,39.146460837711786,857.8009372825907,252.27362939496047,Emergency,V2X,7,eMBB,83.30035928241668,67.51243825919592,36.00879620565159,27.21887212840143,0.8223590338937503,0.5004167388015465,8,-98.801864363677,39,Fog,84.85168001571947,14.420880521990181,0.7752283694479853,4.368672369352005,0.6343691814060402,2023-01-01 03:32:00,Morning
214,Truck,90.74306809281366,58.15112056640115,633.3478501891623,High,V2V,3,mMTC,71.43387664507982,51.20250007313089,25.184650064995655,8.136800784153948,0.756125466191405,0.8711324020278463,8,-90.5592160424809,25,Snow,65.26586931338181,11.5469345905429,0.5252472711421102,4.925990018212091,0.9851015895359626,2023-01-01 03:33:00,Night
215,Truck,47.2506169878488,526.5156165216302,72.37334301750454,Emergency,V2V,5,URLLC,83.89405957637527,54.51722581634448,11.01693508114031,21.368447567319606,0.5189975583746567,0.10885099179204022,7,-118.2774925760312,83,Snow,61.7556091201316,7.632641686773426,0.8832652344228582,3.1459912297635912,0.7550304147457609,2023-01-01 03:34:00,Evening
